usuario,Fullname,contenido,fecha,enlace,TipoDeTweet,UsuarioOriginal,EnlaceOriginal,comments,retweets,quotes,hearts,plays,Likes,Followers,Following,Tweets,Bio,Ubicacion,JoinDate,Website,IsVerified,IsProtected,search_keyword,keyword_languages,sentimiento,topic
lesbauxdeprovence.bsky.social,LesBauxdeProven,"No conozco ninguna ciudad de España con atascos de coches eléctricos
(Esto es como la prohibición del burka de Vox)

Un coche eléctrico no genera los impactos negativos de un coche de combustión

El 10% petróleo de España viene del Delta del Níger. El video lo explica:
youtu.be/iDBXdV6NOSU?...",2026-02-19T07:04:38.716Z,https://bsky.app/profile/lesbauxdeprovence.bsky.social/post/3mf6zpjzxns2u,Post,,,1,0,0,0,0,,872,973,2241,Obrero de la Tiza desde 1994  Madrid,,2023-12-02T12:23:08.173Z,,False,,prohibición del burka,Castellano,0,opción
diario.red,Diario Red,"‼️El Congreso tumba la ley del burka de Vox, inspirada en modelos europeos de prohibición pero sustentada en un discurso de defensa “civilizatoria” frente a la inmigración

✍🏼 Lucía Casado",2026-02-19T07:03:56.174Z,https://bsky.app/profile/diario.red/post/3mf6zobhoqc2j,Post,,,1,12,0,18,0,,15746,133,8292,El periódico digital de @canalredtv.bsky.social  {Aquí sí nos vamos a atrever},,2024-11-16T12:33:27.275Z,,False,,prohibición del burka,Castellano,1,prohibición burka espacios públicos
argapadilla.bsky.social,🔻Argapa🔻🟥🟨🟪💜💜💜✊🏼✊🏼✊🏼,"1. El Congreso tumba la ley del burka de Vox, inspirada en modelos europeos de prohibición pero sustentada en un discurso de defensa “civilizatoria” frente a la inmigración - www.diario-red.com/articulo/esp... ⬇️",2026-02-19T06:57:49.722Z,https://bsky.app/profile/argapadilla.bsky.social/post/3mf6zddyjfs24,Post,,,1,0,0,1,0,,1288,1173,12974,"Republicano, antifascista, podemita. No admito fachas. SyR SIEMPRE ✊🏼🟥🟨🟪✊🏼💜💜💜  Harto de corrupptos y corruppción.",,2024-11-14T17:08:57.731Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
selegnazara.bsky.social,Selegna,"El Congreso tumba la ley del burka de Vox, inspirada en modelos europeos de prohibición pero sustentada en un discurso de defensa “civilizatoria” frente a la inmigración - www.diario-red.com/articulo/esp...",2026-02-19T06:35:34.906Z,https://bsky.app/profile/selegnazara.bsky.social/post/3mf6y3kz56k2z,Post,,,0,0,0,0,0,,223,144,846,"Lda. en Geografía e Historia, estudiando Ciencias Políticas y de la Administración, interesada por las políticas públicas y sociales. Podemos.",,2025-03-21T11:50:30.844Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
cuatrotv.bsky.social,Cuatro,"Tenso debate entre Tesh Sidi y Albiol al defender la prohibición del burka: ""No entiendo como las que vais de feministas ponéis peros"" #TEM ver.tw/npn706",2026-02-18T23:30:02+00:00,https://bsky.app/profile/cuatrotv.bsky.social/post/3mf6acna72s2u,Post,,,0,0,0,0,0,,46,1,3276,Perfil oficial de Cuatro desde donde te contamos toda la actualidad de nuestros programas y series. ,,2024-11-18T18:01:01.247Z,,False,,prohibición del burka,Castellano,1,antifascismo
autodefensas.bsky.social,👁️‍🗨️SigWar_OpX📡Δ,"Patxi López defiende el burka como una ""expresión de libertad religiosa"" en medio del debate sobre su prohibición en espacios públicos.

",2026-02-18T23:17:07.199014+00:00,https://bsky.app/profile/autodefensas.bsky.social/post/3mf67lk4lym23,Post,,,0,0,0,0,0,,110,39,46279,"Noticias de actualidad sobre España, Israel y el resto del mundo.  🔔 Otras Plataformas:  📨 Email: autodefensas@proton.me 🐦 X: https://x.com/elrick111 💬 Telegram: https://t.me/autodefensavecinalespana",,2025-05-24T09:06:30.640Z,,False,,prohibición del burka,Castellano,1,libertad religiosa
ondacero.es,Onda Cero,"Rufián defiende la prohibición del burka porque es ""una salvajada"": ""La izquierda no debe permitir que se invisibilice a las mujeres"" ondace.ro/p4h_43",2026-02-18T21:10:17+00:00,https://bsky.app/profile/ondacero.es/post/3mf5yiqnnu32y,Post,,,0,0,0,5,0,,3347,9,12342,"📻 Onda Cero, 24 horas de información y entretenimiento. Te mereces esta radio. Tu #radio.  https://www.ondacero.es/",,2024-11-19T08:35:45.404Z,,False,,prohibición del burka,Castellano,1,antifascismo
teletexto.bsky.social,𝚃𝙴𝙻𝙴𝚃𝙴𝚇𝚃𝙾 📺,"NACIONAL

 RUFIÁN ABOGA PROHIBICIÓN DEL BURKA PORQUE ""ES UNA SALVAJADA""

 El portavoz de ERC en el Congreso, Gabriel Rufián, ha abogado por prohibir el burka en España, porque ""es una salvajada"" y ""la izquierda laica de verdad"" no puede ""permitir que se invisibilice a las m...👇",2026-02-18T20:48:28.707Z,https://bsky.app/profile/teletexto.bsky.social/post/3mf5xbqpfsc2z,Post,,,0,0,0,0,0,,1063,27,42053,"Sin clickbait ni publicidad. Era y es, un servicio público para estar informado, Esto en un proyecto no oficial y personal, homenaje a Teletexto.",,2024-08-25T14:42:21.319Z,,False,,prohibición del burka,Castellano,-1,rechazo
koruvinda.bsky.social,Ｋｏｒｕｖｉｎｄａ 🦁 🇪🇦 🇵🇸,"Del tema del Burka y Niqab,

son prendas cuya función diferencial es ocultar el rostro de la mujer,

esto crea problemas de seguridad y mantiene mayor sumisión y anulación de la identidad de la mujer

Por tanto, soy partidario de su prohibición

Nada que objetar a otras prendas femeninas islámicas",2026-02-18T19:28:48.455Z,https://bsky.app/profile/koruvinda.bsky.social/post/3mf5stbv6e22n,Post,,,2,0,0,0,0,,356,694,3156,"El corindón (del sánscrito koruvinda) (Al2O3) es un mineral formado por óxido de aluminio. La variedad roja es conocida como rubí, y la azul como zafiro.",,2024-11-14T14:37:50.825Z,,False,,prohibición del burka,Castellano,1,prohibición burka espacios públicos
hectrol.bsky.social,Hectrol,"a ver gente. no querer ilegalizar el uso del burka u otras medidas de opresión a las mujeres (porque esa prohibición provocaría más opresión de estas mujeres, no menos) no significa tener que DEFENDER su uso ni no poder criticarlo. no sé. me parece que estáis un poco tontitos últimamente.",2026-02-18T19:26:05.086Z,https://bsky.app/profile/hectrol.bsky.social/post/3mf5sog3iec2b,Post,,,1,0,0,1,0,,282,205,5124,El gamer del muñón  Espacio seguro LGBT. si me llevas la contraria podría bloquearte. dice un señor en internet que soy una lesbiana espiritual.,,2023-09-09T19:39:16.590Z,,False,,prohibición del burka,Castellano,-1,rechazo
elperiodico.com,El Periódico,Antonio Maestre se pronuncia sobre la posible prohibición del burka: “Lo que molesta a la derecha es la mujer mora que va debajo”,2026-02-18T19:19:04.393Z,https://bsky.app/profile/elperiodico.com/post/3mf5sbvsg4l2w,Post,,,0,0,0,0,0,,7871,8,23811,Entender + | 🔗 elperiodico.com,,2024-11-14T17:45:44.623Z,,False,,prohibición del burka,Castellano,0,opción
simonulises.bsky.social,SimonUlises," Xavier Vidal-Folch, sobre la prohibición del burka: ""Es un truco de los ultras para azuzar al personal contra los inmigrantes"" en la App de La SER
cadenaser.com/audio/177135...",2026-02-18T18:50:04.448Z,https://bsky.app/profile/simonulises.bsky.social/post/3mf5qnzk3c222,Post,,,0,0,0,0,0,,414,734,858,"Mestre. Professor de pedagogia terapèutica i educació compensatòria en un IES d'un poble amb conciència social. D'esquerres, amb memòria històrica. Exiliat del Twitter trumpista🔻  🍉 ☘️",,2024-11-17T14:36:50.643Z,,False,,prohibición del burka,Castellano,1,antifascismo
certezas.bsky.social,Certezas,"No,muchas pensarán que deben o que les gusta
Muchas piensan que está bien engendrar un hijo para otros
Muchas piensan que no pasa nada porque les peguen
Creo que hay que pensar en la dignidad de las mujeres. Y la prohibicion del burka a quien de verdad le fastidia es a los hombres,véase Afganistán.",2026-02-18T17:25:29.914Z,https://bsky.app/profile/certezas.bsky.social/post/3mf5lws3omc2r,Post,,,1,0,0,2,0,,923,737,8296,"El día que los malos descubran que la sonrisa conquista el alma de los buenos estaremos perdidos; mientras tanto, REID BENDITOS , pero seguid alerta",,2023-09-14T08:00:58.730Z,,False,,prohibición del burka,Castellano,-1,rechazo
superlopezxxl.bsky.social,Superlópez,"Puedo entender que te opongas a Vox por los motivos e intenciones que manejan en lo de la prohibición del burka.
Lo que no puedo entender es que mujeres feministas, mujeres en general y gente que se dice progresista defienda esa imposición retrógrada como identidad cultural.",2026-02-18T17:18:44.186Z,https://bsky.app/profile/superlopezxxl.bsky.social/post/3mf5lkp5qwk2c,Post,,,1,1,0,7,0,,4509,398,6911,Demostrando mi imbecilidad en otro sitio más.,,2023-09-19T09:31:07.363Z,,False,,prohibición del burka,Castellano,-1,rechazo
pauvega13.bsky.social,,"Aquellos que defendéis con tanta pasión la prohibición del burka aunque sea por convicción, me vais a tener que explicar muy despacito por qué el burka si y el hábito de monja no, porque no hay ni una puta diferencia.",2026-02-18T15:30:09.459Z,https://bsky.app/profile/pauvega13.bsky.social/post/3mf5fika5rk2h,Post,,,0,0,0,1,0,,293,79,2692,"Roja, atea, feminista y concebollista. A veces hablo de ciencia y también de recetas de cocina, tengo una gata canija y un pie escacharrao.",,2023-09-11T08:13:52.351Z,,False,,prohibición del burka,Castellano,0,falta de competencias
basiluisco.bsky.social,Basil,"La solución no pasa por una prohibición porque la raíz del problema no está ahí. No vas a conseguir que las mujeres que llevan burka en España (que tampoco es que sean muchas, todo hay que decirlo) se lo quiten mágicamente. Vas a conseguir que no salgan a la calle.",2026-02-18T14:49:03.880Z,https://bsky.app/profile/basiluisco.bsky.social/post/3mf5d72ujus2s,Post,,,1,3,0,27,0,,979,561,2286,29. 🔬🧫🦠🥋. LG(B)T. Biólogo manchego en tierras catalanas. El queso y las pelis malas de terror como forma de vida. Compagino un doctorado con ser una persona poco funcional.,,2025-09-01T13:22:36.697Z,,False,,prohibición del burka,Castellano,-1,rechazo
edumormer.bsky.social,Ciclante entre dos tierras,"La prohibición del burka y del niqab se fundamenta en la obligación de ser reconocible. Pero luego se articula como una “defensa” de la libertad de las mujeres, cuando todos sabemos que el trasfondo es xenófobo. 

Si se plantease puramente desde la obligación de ser reconocible, no habría problemas.",2026-02-18T14:38:32.394Z,https://bsky.app/profile/edumormer.bsky.social/post/3mf5cman4dc2z,Post,,,0,1,0,0,0,,138,115,1875,Long live the EU 🇪🇺!! Europeista con el corazón bombeando pedaladas entre dos ciudades cada vez más verdes 💚y ciclables 🚲,,2024-11-15T00:32:23.037Z,,False,,prohibición del burka,Castellano,-1,xenófobo
elperiodico.com,El Periódico,15 años de la prohibición del burka en Francia: más debate social que impacto real,2026-02-18T13:17:07.370Z,https://bsky.app/profile/elperiodico.com/post/3mf562osy4n2u,Post,,,0,0,0,0,0,,7871,8,23811,Entender + | 🔗 elperiodico.com,,2024-11-14T17:45:44.623Z,,False,,prohibición del burka,Castellano,0,debate social
paulxl.bsky.social,Pablo (🏳️‍⚧️ inclusivo),Hay que hilar muy fino en ciertos temas y lo de la prohibición del burka de vox es uno de esos temas. A vox le da igual el sometimiento de las mujeres. Que creo que nadie duda que la mayoría de los votantes masculinos de vox son los que le dicen a la novia o la mujer que vestida de puta,2026-02-18T12:53:52.874Z,https://bsky.app/profile/paulxl.bsky.social/post/3mf54r3zfkk2p,Post,,,1,1,0,3,0,,1248,860,15025,"Biología, bioética, bioquímica, champú para caballos y señoras pijas con biotina, Bio de Danone que ahora se llama Activia ¿Pero esto no era una bio? Any/all 🏳️‍🌈 Gay.",,2023-09-01T10:46:47.277Z,,False,,prohibición del burka,Castellano,-1,sometimiento de las mujeres
marcapaginasolv.bsky.social,Sheila,"Aprovecho para decir, además de lo del hilo, que si bien el niqab y el burka me parecen una barbaridad, lo único que consigues con una prohibición es que haya mujeres que no salgan de casa.",2026-02-18T12:53:00.395Z,https://bsky.app/profile/marcapaginasolv.bsky.social/post/3mf54pjxtkk2g,Post,,,1,2,0,13,0,,946,421,5765,"Quejica profesional, a veces escritora. Trabajadora Social y educadora. Autora de «La ladrona de Skania» y «Magia de Sangre». Últimamente enseño muchas fotos del gato. Mostoleña en Carabanchel. Defensora de lo público siempre.  (She/her/ella)",,2023-08-20T17:12:23.527Z,,False,,prohibición del burka,Castellano,-1,restricción de libertades
abc.es,ABC.es,Carlos Herrera opina sin filtros sobre la prohibición del burka en España,2026-02-18T11:13:07.677Z,https://bsky.app/profile/abc.es/post/3mf4x4xmtow2v,Post,,,0,0,0,0,0,,885,1,33292,"Somos ABC, tu periódico 📰 📸 http://instagram.com/abc_diario ⬛ http://Tiktok.com/@abc.es  ➡ LinkedIn http://ver.abc.es/gzpmg 🟦 Facebook https://facebook.com/ABCes",,2024-11-21T08:50:17.570Z,,False,,prohibición del burka,Castellano,0,opción
andreaclaudia66.bsky.social,,Sobre la prohibición del burka.,2026-02-18T10:57:44.110Z,https://bsky.app/profile/andreaclaudia66.bsky.social/post/3mf4wbg3nw22h,Post,,,0,1,0,1,0,,2034,2162,11321,"Tengo 2 perros, Maripili y Perri. Abogada- Procuradora  Valenciana. Hago ayuno Nunca compro en Mercadona Cuando me saturo dejo las redes, pero luego vuelvo pq las extraño. Mi comida favorita es el arroz al horno. Estoy en la lista de odiadores de podemos.",,2024-11-15T17:55:01.611Z,,False,,prohibición del burka,Castellano,0,prohibición burka
currikitaum.bsky.social,Curro Peña 🏳️‍🌈🇺🇦🇵🇸,"Lo de la prohibición del burka es la estrategia de siempre: proponer una medida para un problema que

1) es minúsculo en España y
2) ya está resuelto en la ley.

El objetivo real no es el burka, sino avivar la xenofobia y preparar a la opinión pública para exigir la prohibición del hiyab.",2026-02-18T10:36:01.432Z,https://bsky.app/profile/currikitaum.bsky.social/post/3mf4v2lqzi22s,Post,,,2,15,1,48,0,,1583,301,1881,"He/Él. 🏳️‍🌈 🇪🇺 PhD International and EU Law (UMA & UNIMI). Human Rights Consultant. Queer issues. Freedom of Speech. Refugee Law. Researcher at ILGA World. Contacto, blog y newsletter: linktr.ee/currikitaum 🦓",,2023-09-20T07:54:56.407Z,,False,,prohibición del burka,Castellano,0,xenofobia
menorca.info,menorca.info,El pleno del Consell de Menorca debate sin consenso la prohibición del burka: la izquierda cuestiona su eficacia www.menorca.info/menorca/loca...,2026-02-18T10:30:14.228Z,https://bsky.app/profile/menorca.info/post/3mf4uqbozme27,Post,,,0,0,0,0,0,,318,27,1105,Cuenta de Menorca · Es Diari / menorca.info,,2024-11-15T16:38:16.521Z,,False,,prohibición del burka,Castellano,0,debate social
elpais.com,EL PAÍS,"El niqab o el burka no suponen una discriminación de género, ni amenazan la seguridad, pero sí impiden una forma de relación social. La justicia europea admite la prohibición del velo que oculta la cara, pero rechazó los motivos que esgrimen Vox y Junts",2026-02-18T07:26:09+00:00,https://bsky.app/profile/elpais.com/post/3mf4kh3cigj23,Post,,,2,1,1,10,0,,163351,127,27282,"La mejor información en español. Con nuestra mirada puesta en España, Europa y América. Suscríbete: https://tinyurl.com/yfbk27jh  Aquí puedes consultar nuestra política de privacidad: https://tinyurl.com/32dnhzc9",,2023-09-21T14:39:53.438Z,,False,,prohibición del burka,Castellano,-1,rechazo
iugarte.bsky.social,Iñigo Sáenz de Ugarte,El PP busca mujeres con burka para poder acercarse (sin éxito) a Vox. Utiliza la proposición de prohibición para mejorar sus relaciones con Abascal de cara a Extremadura y Aragón y solo consigue que Vox se burle de las distintas posiciones del PP en cada región. www.eldiario.es/politica/pp-...,2026-02-18T06:56:41.440Z,https://bsky.app/profile/iugarte.bsky.social/post/3mf4isffvss2t,Post,,,2,7,0,17,0,,10974,67,1963,"Periodista. Escribo sobre política española, lo que está contraindicado para la salud.",,2024-11-18T20:01:05.746Z,,False,,prohibición del burka,Castellano,0,estrategia política
benzenazi.bsky.social,Iván 🇨🇳,Ahora el tema absurdo de discusión de la semana es la prohibición del burka. Me gustaría saber cuantas personas a lo largo del día veis por la calle con burka o niqab. Aquí menos políticas que de verdad ayuden a la gente a tener una vida mejor cualquier cosa.,2026-02-18T05:52:03.005Z,https://bsky.app/profile/benzenazi.bsky.social/post/3mf4f6snimc2j,Post,,,0,0,0,3,0,,152,124,4933,El Granada CF me amarga la existencia.   🎬 Letterboxd -> https://boxd.it/BCtb,,2023-08-17T10:25:54.178Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
ondacero.es,Onda Cero,"El entusiasmado aplauso de Vox al PP en el debate sobre la prohibición del burka: ""La cultura no borra a la mujer"" ondace.ro/umval2",2026-02-18T05:39:05+00:00,https://bsky.app/profile/ondacero.es/post/3mf4ehn4um22y,Post,,,0,0,0,0,0,,3347,9,12342,"📻 Onda Cero, 24 horas de información y entretenimiento. Te mereces esta radio. Tu #radio.  https://www.ondacero.es/",,2024-11-19T08:35:45.404Z,,False,,prohibición del burka,Castellano,0,debate social
autodefensas.bsky.social,👁️‍🗨️SigWar_OpX📡Δ,"El PSOE negocia con Junts la prohibición del burka tras criticar a Vox. El PP vota a favor de la iniciativa, a pesar de que otros partidos como PSOE, Junts y PNV la rechazan.

",2026-02-18T04:16:29.458204+00:00,https://bsky.app/profile/autodefensas.bsky.social/post/3mf47twsc4w23,Post,,,0,0,0,0,0,,110,39,46279,"Noticias de actualidad sobre España, Israel y el resto del mundo.  🔔 Otras Plataformas:  📨 Email: autodefensas@proton.me 🐦 X: https://x.com/elrick111 💬 Telegram: https://t.me/autodefensavecinalespana",,2025-05-24T09:06:30.640Z,,False,,prohibición del burka,Castellano,0,debate social
esdiario.com,ESdiario,"PP y Vox ven frenada la prohibición del burka tras el portazo de Junts, que prefiere su propia norma en el Congreso dozz.es/gvm_v7",2026-02-18T03:26:17+00:00,https://bsky.app/profile/esdiario.com/post/3mf4526h2oi2t,Post,,,0,0,0,0,0,,70,1,16763,📲 Información para que tú decidas. 📰 Periódico online independiente. ▶️ Dirigido por Benjamín López.  🔗 esdiario.com,,2024-11-18T17:45:41.847Z,,False,,prohibición del burka,Castellano,0,estrategia política
abc.es,ABC.es,El Congreso debate sobre la prohibición de uso del burka y el niqab,2026-02-18T01:15:31.516Z,https://bsky.app/profile/abc.es/post/3mf3vqeehcv2t,Post,,,0,0,0,0,0,,885,1,33292,"Somos ABC, tu periódico 📰 📸 http://instagram.com/abc_diario ⬛ http://Tiktok.com/@abc.es  ➡ LinkedIn http://ver.abc.es/gzpmg 🟦 Facebook https://facebook.com/ABCes",,2024-11-21T08:50:17.570Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
es-noticias.bsky.social,,"Vamos a defender la prohibición del burka hasta el final

https://www.europesays.com/es/402745/

La portavoz parlamentaria de Vox, Pepa Millán, ha asegurado en 24 Horas de RNE que su formación «ha…",2026-02-17T21:15:35+00:00,https://bsky.app/profile/es-noticias.bsky.social/post/3mf3ide6oyc2x,Post,,,0,0,0,0,0,,82,4,74963,,,2025-08-27T06:51:58.297Z,,False,,prohibición del burka,Castellano,1,antifascismo
radio5rne.rtve.es,Radio 5 RNE,"Millán (Vox): ""Vamos a defender la prohibición del burka hasta el final""   ",2026-02-17T21:04:21+00:00,https://bsky.app/profile/radio5rne.rtve.es/post/3mf3hpaf44h25,Post,,,2,0,0,0,0,,2290,18,10485,Todo Noticias de Radio Nacional de España  Sigue la actualidad y la última hora en rtve.es/audio/radio5,,2024-11-28T13:23:10.345Z,,False,,prohibición del burka,Castellano,1,prohibición burka
abc.es,ABC.es,El Congreso debate sobre la prohibición de uso del burka y el niqab,2026-02-17T20:48:40.259Z,https://bsky.app/profile/abc.es/post/3mf3gt6swp22k,Post,,,0,0,0,0,0,,885,1,33292,"Somos ABC, tu periódico 📰 📸 http://instagram.com/abc_diario ⬛ http://Tiktok.com/@abc.es  ➡ LinkedIn http://ver.abc.es/gzpmg 🟦 Facebook https://facebook.com/ABCes",,2024-11-21T08:50:17.570Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
black-strobes.bsky.social,Black,"—El PP: ""La prohibición del burka no es contra una religión sino contra la invisibilidad forzada y no prohibirlo en espacios públicos sería retroceder en libertad""

—Also el PP:",2026-02-17T20:39:32.188Z,https://bsky.app/profile/black-strobes.bsky.social/post/3mf3gctkvtk2w,Post,,,2,8,0,22,0,,2216,444,8254,Vine aquí a quejarme de Twitter y me quedé por el servicio técnico.,,2023-09-22T13:45:26.474Z,,False,,prohibición del burka,Castellano,0,libertad de expresión
publico.es,Diario Público,"El Gobierno de Melilla (PP), contra el apoyo de la formación nacional a la prohibición del niqab y el burka",2026-02-17T20:33:28.455Z,https://bsky.app/profile/publico.es/post/3mf3fxyzeq22w,Post,,,1,13,1,27,0,,48395,42,23659,🔴 Periodismo crítico para un público exigente 👉¡Hazte socio/a! Súmate a nuestra comunidad: https://publico.es/unete?tpcc=bk_epaut,,2024-11-15T09:26:09.341Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
radio5rne.rtve.es,Radio 5 RNE,"🗣️ ""Vamos a defender la prohibición del burka y del niqab hasta el final""

▪️ Hablamos con Pepa Millán, portavoz de Vox en el Congreso de los Diputados

📻 Entrevista completa aquí ▶️ rtve.es/a/16942629/",2026-02-17T20:07:03.890Z,https://bsky.app/profile/radio5rne.rtve.es/post/3mf3eirji5c2t,Post,,,1,0,0,0,0,,2290,18,10485,Todo Noticias de Radio Nacional de España  Sigue la actualidad y la última hora en rtve.es/audio/radio5,,2024-11-28T13:23:10.345Z,,False,,prohibición del burka,Castellano,1,prohibición burka
elespanol.com,EL ESPAÑOL,"El PSOE se abre a negociar con Junts la prohibición del burka tras tumbar por ""racista"" la iniciativa similar de Vox dozz.es/ahg4f3",2026-02-17T19:52:01+00:00,https://bsky.app/profile/elespanol.com/post/3mf3dnv2e6a2h,Post,,,1,0,0,0,0,,3431,265,22636,"Diario digital, plural, libre, indomable, tuyo.",,2024-01-10T11:26:45.155Z,,False,,prohibición del burka,Castellano,0,estrategia política
mdcarmen.bsky.social,Mari Carmen,"Mientras la derecha se dedica a la prohibición del burka, el Gobierno sube el S.M.I e insta a los empresarios a que suban el sueldo de los trabajadores ya que han subido sus beneficios",2026-02-17T19:43:11.639Z,https://bsky.app/profile/mdcarmen.bsky.social/post/3mf3d63mois26,Post,,,0,1,0,6,0,,1986,1820,15179,Mujer con ideas claras sabiendo lo que quiere. Leer es mi pasión. No creo en la justicia,,2024-12-26T13:58:11.242Z,,False,,prohibición del burka,Castellano,1,sometimiento de las mujeres
orainnoticias.bsky.social,Orain Noticias,"Burka y niqab | El Congreso rechaza la prohibición del velo integral en espacios públicos, pero el debate continuará en la cámara

orain.eus/es/politica/...",2026-02-17T19:32:58.522Z,https://bsky.app/profile/orainnoticias.bsky.social/post/3mf3clsvshc2q,Post,,,0,0,0,0,0,,490,22,7300,"El nuevo servicio digital de información de EITB. Cercano, riguroso, fiable. #orainnoticias  Whatsapp: https://www.orain.eus/es/whatsapp_enrollment/ Instagram: https://www.instagram.com/orain_noticias/",,2024-11-25T16:40:42.547Z,,False,,prohibición del burka,Castellano,0,debate social
pauvega13.bsky.social,,"Sobre la prohibición del burka y niqab en espacios públicos.
Una vez vi una mujer con burka, y respeto a quien lo hace por motivos religiosos.
Su prohibición supondría aislamiento total de quien lo usa y así lo sentenció el TS en 2013 
Las ultraderechas debaten un problema que no existe y eso cala.",2026-02-17T18:52:22.156Z,https://bsky.app/profile/pauvega13.bsky.social/post/3mf3ad7fsrs2v,Post,,,1,0,0,0,0,,293,79,2692,"Roja, atea, feminista y concebollista. A veces hablo de ciencia y también de recetas de cocina, tengo una gata canija y un pie escacharrao.",,2023-09-11T08:13:52.351Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
larazonlr.bsky.social,La Razón,"El PP defiende la prohibición del burka y el niqab en espacios públicos: ""Son mujeres en cárceles de tela""
➡️ Ester Muñoz, portavoz parlamentaria, descarta un cambio en los planteamientos de su formación: ""Esto no es negociable"".",2026-02-17T18:50:14.630Z,https://bsky.app/profile/larazonlr.bsky.social/post/3mf3a7gyyx72f,Post,,,0,0,0,0,0,,2127,31,58057,"📰 Noticias de actualidad, información de calidad, últimas horas y exclusivas 📲 Síguenos en nuestro canal de WhatsApp ➡️ http://lrzn.es/n0owe 🔗 larazon.es  ",,2024-11-18T11:26:54.946Z,,False,,prohibición del burka,Castellano,1,prohibición burka
robertoecopaz2.bsky.social,Roberto Soriano,"@lahoratve.rtve.es #Mañaneros360 #MalasLenguas #LaNoche24h #elintermedio
Al POX (Viruela) PP y Vox les ha salido el tiro por la culata al no conseguir aprobar la prohibición del Nihad y el Burka en el Congreso de los Diputados.
#StopFascismo #StopRacistas #StopXenofobia #StopODIO",2026-02-17T18:36:31.583Z,https://bsky.app/profile/robertoecopaz2.bsky.social/post/3mf37guuprc26,Post,,,1,0,0,0,0,,355,247,2798,"Electricista, Técnico Superior en Energías Renovables, Mantenimiento.  Ecosocialista y Pacifista #EnergyRenovable100% #CorrupciónCero  exTweetero: Opiniones personales  I also block and delete fascists. @sumarpv.bsky.social @movimientosumar.es 🤩yolandadiaz",,2024-11-14T23:32:43.636Z,,False,,prohibición del burka,Castellano,1,StopFascismo
esdiario.com,ESdiario,"PP y Vox ven frenada la prohibición del burka tras el portazo de Junts, que prefiere su propia norma en el Congreso dozz.es/gvm_v6",2026-02-17T17:29:32+00:00,https://bsky.app/profile/esdiario.com/post/3mf33p4ano52p,Post,,,0,0,0,0,0,,70,1,16763,📲 Información para que tú decidas. 📰 Periódico online independiente. ▶️ Dirigido por Benjamín López.  🔗 esdiario.com,,2024-11-18T17:45:41.847Z,,False,,prohibición del burka,Castellano,0,estrategia política
heraldo.es,Heraldo de Aragón,Vox propone la prohibición del niqab o el burka en espacios municipales de Huesca heral.do/mbcoz3,2026-02-17T17:10:46+00:00,https://bsky.app/profile/heraldo.es/post/3mf32nk3dc32y,Post,,,0,0,0,0,0,,1125,2,37361,"📰 | Lo mires como lo mires, Heraldo es líder 📲 | Actualidad, historias y mucho más de Aragón 🔗 | www.heraldo.es",,2024-11-18T09:18:11.046Z,,False,,prohibición del burka,Castellano,0,prohibición burka
abc.es,ABC.es,La prohibición del burka y el niqab en los espacios públicos decaerá por el rechazo de Junts,2026-02-17T17:01:14.583Z,https://bsky.app/profile/abc.es/post/3mf324jjbku2v,Post,,,0,0,0,0,0,,885,1,33292,"Somos ABC, tu periódico 📰 📸 http://instagram.com/abc_diario ⬛ http://Tiktok.com/@abc.es  ➡ LinkedIn http://ver.abc.es/gzpmg 🟦 Facebook https://facebook.com/ABCes",,2024-11-21T08:50:17.570Z,,False,,prohibición del burka,Castellano,-1,rechazo
abc.es,ABC.es,El Congreso debate sobre la prohibición de uso del burka y el niqab,2026-02-17T16:41:17.341Z,https://bsky.app/profile/abc.es/post/3mf2yytlqhm2v,Post,,,0,0,0,0,0,,885,1,33292,"Somos ABC, tu periódico 📰 📸 http://instagram.com/abc_diario ⬛ http://Tiktok.com/@abc.es  ➡ LinkedIn http://ver.abc.es/gzpmg 🟦 Facebook https://facebook.com/ABCes",,2024-11-21T08:50:17.570Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
danielgalvalizi.bsky.social,Daniel Galvalizi,"🚨🏛️La portavoz del #PP defiende la prohibición del burka y niqab propuesta por #Vox y la bancada de la ultraderecha se pone de pie y la aplaude, por primera vez en la legislatura.

La proposición caerá por el rechazo de la izquierda, PNV y Junts.",2026-02-17T16:24:11.826Z,https://bsky.app/profile/danielgalvalizi.bsky.social/post/3mf2y2awiuk2v,Post,,,0,0,0,0,0,,689,143,630,Periodista. Politólogo. 📝Escribo en Naiz y El Salto Diario 📺A veces tertuliano Ex-redactor en #EFE 📍#Madrid,,2024-11-15T19:17:44.929Z,,False,,prohibición del burka,Castellano,0,debate social
